,Book Title,Source,Chapters in Book,Chapters Covered,Percentage Covered
1173,the boxcar children,shmoop,13,13,1.0
1174,the boxcar children,sparknotes,13,0,0.0
1175,the boxcar children,thebestnotes,13,0,0.0
1176,the piazza tales,bookwolf,15,0,0.0
1177,the piazza tales,cliffnotes,15,0,0.0
1178,the piazza tales,gradesaver,15,0,0.0
1179,the piazza tales,novelguide,15,0,0.0
1180,the piazza tales,pinkmonkey,15,0,0.0
1181,the piazza tales,shmoop,15,15,1.0
1182,the piazza tales,sparknotes,15,0,0.0
1183,the piazza tales,thebestnotes,15,0,0.0
1184,the return of sherlock holmes,bookwolf,11,0,0.0
1185,the return of sherlock holmes,cliffnotes,11,0,0.0
1186,the return of sherlock holmes,gradesaver,11,0,0.0
1187,the return of sherlock holmes,novelguide,11,0,0.0
1188,the return of sherlock holmes,pinkmonkey,11,0,0.0
1189,the return of sherlock holmes,shmoop,11,11,1.0
1190,the return of sherlock holmes,sparknotes,11,0,0.0
1191,the return of sherlock holmes,thebestnotes,11,0,0.0
1192,arms and the man,bookwolf,3,0,0.0
1193,arms and the man,cliffnotes,3,3,1.0
1194,arms and the man,gradesaver,3,3,1.0
1195,arms and the man,novelguide,3,0,0.0
1196,arms and the man,pinkmonkey,3,2,0.6666666666666666
1197,arms and the man,shmoop,3,0,0.0
1198,arms and the man,sparknotes,3,0,0.0
1199,arms and the man,thebestnotes,3,0,0.0
1200,ghosts,bookwolf,3,0,0.0
1201,ghosts,cliffnotes,3,3,1.0
1202,ghosts,gradesaver,3,3,1.0
1203,ghosts,novelguide,3,0,0.0
1204,ghosts,pinkmonkey,3,0,0.0
1205,ghosts,shmoop,3,3,1.0
1206,ghosts,sparknotes,3,0,0.0
1207,ghosts,thebestnotes,3,0,0.0
1208,hedda gabler,bookwolf,4,0,0.0
1209,hedda gabler,cliffnotes,4,4,1.0
1210,hedda gabler,gradesaver,4,0,0.0
1211,hedda gabler,novelguide,4,4,1.0
1212,hedda gabler,pinkmonkey,4,4,1.0
1213,hedda gabler,shmoop,4,4,1.0
1214,hedda gabler,sparknotes,4,0,0.0
1215,hedda gabler,thebestnotes,4,0,0.0
1216,merry wives of windsor,bookwolf,23,0,0.0
1217,merry wives of windsor,cliffnotes,23,23,1.0
1218,merry wives of windsor,gradesaver,23,0,0.0
1219,merry wives of windsor,novelguide,23,22,0.9565217391304348
1220,merry wives of windsor,pinkmonkey,23,0,0.0
1221,merry wives of windsor,shmoop,23,23,1.0
1222,merry wives of windsor,sparknotes,23,23,1.0
1223,merry wives of windsor,thebestnotes,23,0,0.0
1224,the spanish tragedy,bookwolf,24,0,0.0
1225,the spanish tragedy,cliffnotes,24,0,0.0
1226,the spanish tragedy,gradesaver,24,24,1.0
1227,the spanish tragedy,novelguide,24,0,0.0
1228,the spanish tragedy,pinkmonkey,24,0,0.0
1229,the spanish tragedy,shmoop,24,23,0.9583333333333334
1230,the spanish tragedy,sparknotes,24,0,0.0
1231,the spanish tragedy,thebestnotes,24,0,0.0
1232,daisy miller,bookwolf,2,0,0.0
1233,daisy miller,cliffnotes,2,0,0.0
1234,daisy miller,gradesaver,2,0,0.0
1235,daisy miller,novelguide,2,2,1.0
1236,daisy miller,pinkmonkey,2,0,0.0
1237,daisy miller,shmoop,2,2,1.0
1238,daisy miller,sparknotes,2,0,0.0
1239,daisy miller,thebestnotes,2,0,0.0
1240,don juan,bookwolf,18,0,0.0
1241,don juan,cliffnotes,18,18,1.0
1242,don juan,gradesaver,18,0,0.0
1243,don juan,novelguide,18,0,0.0
1244,don juan,pinkmonkey,18,0,0.0
1245,don juan,shmoop,18,0,0.0
1246,don juan,sparknotes,18,0,0.0
1247,don juan,thebestnotes,18,0,0.0
1248,tartuffe,bookwolf,33,0,0.0
1249,tartuffe,cliffnotes,33,31,0.9393939393939394
1250,tartuffe,gradesaver,33,33,1.0
1251,tartuffe,novelguide,33,0,0.0
1252,tartuffe,pinkmonkey,33,0,0.0
1253,tartuffe,shmoop,33,31,0.9393939393939394
1254,tartuffe,sparknotes,33,0,0.0
1255,tartuffe,thebestnotes,33,0,0.0
1256,an enemy of the people,bookwolf,5,0,0.0
1257,an enemy of the people,cliffnotes,5,5,1.0
1258,an enemy of the people,gradesaver,5,2,0.4
1259,an enemy of the people,novelguide,5,4,0.8
1260,an enemy of the people,pinkmonkey,5,5,1.0
1261,an enemy of the people,shmoop,5,5,1.0
1262,an enemy of the people,sparknotes,5,5,1.0
1263,an enemy of the people,thebestnotes,5,0,0.0
1264,measure for measure,bookwolf,18,0,0.0
1265,measure for measure,cliffnotes,18,0,0.0
1266,measure for measure,gradesaver,18,17,0.9444444444444444
1267,measure for measure,novelguide,18,0,0.0
1268,measure for measure,pinkmonkey,18,0,0.0
1269,measure for measure,shmoop,18,17,0.9444444444444444
1270,measure for measure,sparknotes,18,18,1.0
1271,measure for measure,thebestnotes,18,0,0.0
1272,the secret sharer,bookwolf,2,0,0.0
1273,the secret sharer,cliffnotes,2,2,1.0
1274,the secret sharer,gradesaver,2,0,0.0
1275,the secret sharer,novelguide,2,0,0.0
1276,the secret sharer,pinkmonkey,2,0,0.0
1277,the secret sharer,shmoop,2,0,0.0
1278,the secret sharer,sparknotes,2,0,0.0
1279,the secret sharer,thebestnotes,2,0,0.0
1280,the seagull,bookwolf,4,0,0.0
1281,the seagull,cliffnotes,4,0,0.0
1282,the seagull,gradesaver,4,4,1.0
1283,the seagull,novelguide,4,0,0.0
1284,the seagull,pinkmonkey,4,0,0.0
1285,the seagull,shmoop,4,4,1.0
1286,the seagull,sparknotes,4,0,0.0
1287,the seagull,thebestnotes,4,0,0.0
1288,man and superman,bookwolf,4,0,0.0
1289,man and superman,cliffnotes,4,4,1.0
1290,man and superman,gradesaver,4,0,0.0
1291,man and superman,novelguide,4,0,0.0
1292,man and superman,pinkmonkey,4,2,0.5
1293,man and superman,shmoop,4,0,0.0
1294,man and superman,sparknotes,4,0,0.0
1295,man and superman,thebestnotes,4,0,0.0
1296,njal's saga,bookwolf,159,0,0.0
1297,njal's saga,cliffnotes,159,0,0.0
1298,njal's saga,gradesaver,159,159,1.0
1299,njal's saga,novelguide,159,0,0.0
1300,njal's saga,pinkmonkey,159,0,0.0
1301,njal's saga,shmoop,159,0,0.0
1302,njal's saga,sparknotes,159,0,0.0
1303,njal's saga,thebestnotes,159,0,0.0
1304,idylls of the king,bookwolf,14,0,0.0
1305,idylls of the king,cliffnotes,14,12,0.8571428571428571
1306,idylls of the king,gradesaver,14,0,0.0
1307,idylls of the king,novelguide,14,0,0.0
1308,idylls of the king,pinkmonkey,14,0,0.0
1309,idylls of the king,shmoop,14,14,1.0
1310,idylls of the king,sparknotes,14,0,0.0
1311,idylls of the king,thebestnotes,14,0,0.0
1312,white fang,bookwolf,25,0,0.0
1313,white fang,cliffnotes,25,0,0.0
1314,white fang,gradesaver,25,25,1.0
1315,white fang,novelguide,25,25,1.0
1316,white fang,pinkmonkey,25,0,0.0
1317,white fang,shmoop,25,25,1.0
1318,white fang,sparknotes,25,25,1.0
1319,white fang,thebestnotes,25,25,1.0
1320,romeo and juliet,bookwolf,24,0,0.0
1321,romeo and juliet,cliffnotes,24,24,1.0
1322,romeo and juliet,gradesaver,24,24,1.0
1323,romeo and juliet,novelguide,24,0,0.0
1324,romeo and juliet,pinkmonkey,24,0,0.0
1325,romeo and juliet,shmoop,24,24,1.0
1326,romeo and juliet,sparknotes,24,22,0.9166666666666666
1327,romeo and juliet,thebestnotes,24,0,0.0
1328,phaedra,bookwolf,30,0,0.0
1329,phaedra,cliffnotes,30,30,1.0
1330,phaedra,gradesaver,30,0,0.0
1331,phaedra,novelguide,30,0,0.0
1332,phaedra,pinkmonkey,30,0,0.0
1333,phaedra,shmoop,30,0,0.0
1334,phaedra,sparknotes,30,0,0.0
1335,phaedra,thebestnotes,30,0,0.0
1336,the merchant of venice,bookwolf,20,0,0.0
1337,the merchant of venice,cliffnotes,20,20,1.0
1338,the merchant of venice,gradesaver,20,0,0.0
1339,the merchant of venice,novelguide,20,0,0.0
1340,the merchant of venice,pinkmonkey,20,0,0.0
1341,the merchant of venice,shmoop,20,20,1.0
1342,the merchant of venice,sparknotes,20,20,1.0
1343,the merchant of venice,thebestnotes,20,0,0.0
1344,the ramayana,bookwolf,535,0,0.0
1345,the ramayana,cliffnotes,535,0,0.0
1346,the ramayana,gradesaver,535,535,1.0
1347,the ramayana,novelguide,535,0,0.0
1348,the ramayana,pinkmonkey,535,0,0.0
1349,the ramayana,shmoop,535,0,0.0
1350,the ramayana,sparknotes,535,0,0.0
1351,the ramayana,thebestnotes,535,0,0.0
1352,meditations,bookwolf,12,0,0.0
1353,meditations,cliffnotes,12,0,0.0
1354,meditations,gradesaver,12,0,0.0
1355,meditations,novelguide,12,0,0.0
1356,meditations,pinkmonkey,12,0,0.0
1357,meditations,shmoop,12,12,1.0
1358,meditations,sparknotes,12,0,0.0
1359,meditations,thebestnotes,12,0,0.0
1360,an enquiry concerning the principles of morals,bookwolf,8,0,0.0
1361,an enquiry concerning the principles of morals,cliffnotes,8,0,0.0
1362,an enquiry concerning the principles of morals,gradesaver,8,0,0.0
1363,an enquiry concerning the principles of morals,novelguide,8,0,0.0
1364,an enquiry concerning the principles of morals,pinkmonkey,8,0,0.0
1365,an enquiry concerning the principles of morals,shmoop,8,8,1.0
1366,an enquiry concerning the principles of morals,sparknotes,8,0,0.0
1367,an enquiry concerning the principles of morals,thebestnotes,8,0,0.0
1368,the man in the iron mask,bookwolf,59,0,0.0
1369,the man in the iron mask,cliffnotes,59,0,0.0
1370,the man in the iron mask,gradesaver,59,0,0.0
1371,the man in the iron mask,novelguide,59,0,0.0
1372,the man in the iron mask,pinkmonkey,59,0,0.0
1373,the man in the iron mask,shmoop,59,59,1.0
1374,the man in the iron mask,sparknotes,59,0,0.0
1375,the man in the iron mask,thebestnotes,59,0,0.0
1376,cymbeline,bookwolf,27,0,0.0
1377,cymbeline,cliffnotes,27,0,0.0
1378,cymbeline,gradesaver,27,27,1.0
1379,cymbeline,novelguide,27,26,0.9629629629629629
1380,cymbeline,pinkmonkey,27,27,1.0
1381,cymbeline,shmoop,27,0,0.0
1382,cymbeline,sparknotes,27,0,0.0
1383,cymbeline,thebestnotes,27,0,0.0
1384,all's well that ends well,bookwolf,9,0,0.0
1385,all's well that ends well,cliffnotes,9,5,0.5555555555555556
1386,all's well that ends well,gradesaver,9,0,0.0
1387,all's well that ends well,novelguide,9,3,0.3333333333333333
1388,all's well that ends well,pinkmonkey,9,5,0.5555555555555556
1389,all's well that ends well,shmoop,9,5,0.5555555555555556
1390,all's well that ends well,sparknotes,9,9,1.0
1391,all's well that ends well,thebestnotes,9,0,0.0
1392,troilus and criseyde,bookwolf,5,0,0.0
1393,troilus and criseyde,cliffnotes,5,0,0.0
1394,troilus and criseyde,gradesaver,5,5,1.0
1395,troilus and criseyde,novelguide,5,0,0.0
1396,troilus and criseyde,pinkmonkey,5,0,0.0
1397,troilus and criseyde,shmoop,5,0,0.0
1398,troilus and criseyde,sparknotes,5,0,0.0
1399,troilus and criseyde,thebestnotes,5,0,0.0
1400,the sorrows of young werther,bookwolf,1,0,0.0
1401,the sorrows of young werther,cliffnotes,1,0,0.0
1402,the sorrows of young werther,gradesaver,1,1,1.0
1403,the sorrows of young werther,novelguide,1,0,0.0
1404,the sorrows of young werther,pinkmonkey,1,0,0.0
1405,the sorrows of young werther,shmoop,1,0,0.0
1406,the sorrows of young werther,sparknotes,1,0,0.0
1407,the sorrows of young werther,thebestnotes,1,0,0.0
1408,the hairy ape,bookwolf,8,0,0.0
1409,the hairy ape,cliffnotes,8,0,0.0
1410,the hairy ape,gradesaver,8,8,1.0
1411,the hairy ape,novelguide,8,0,0.0
1412,the hairy ape,pinkmonkey,8,0,0.0
1413,the hairy ape,shmoop,8,0,0.0
1414,the hairy ape,sparknotes,8,0,0.0
1415,the hairy ape,thebestnotes,8,0,0.0
1416,all for love,bookwolf,5,0,0.0
1417,all for love,cliffnotes,5,0,0.0
1418,all for love,gradesaver,5,5,1.0
1419,all for love,novelguide,5,0,0.0
1420,all for love,pinkmonkey,5,0,0.0
1421,all for love,shmoop,5,0,0.0
1422,all for love,sparknotes,5,0,0.0
1423,all for love,thebestnotes,5,0,0.0
1424,major barbara,bookwolf,3,0,0.0
1425,major barbara,cliffnotes,3,3,1.0
1426,major barbara,gradesaver,3,0,0.0
1427,major barbara,novelguide,3,0,0.0
1428,major barbara,pinkmonkey,3,3,1.0
1429,major barbara,shmoop,3,3,1.0
1430,major barbara,sparknotes,3,3,1.0
1431,major barbara,thebestnotes,3,0,0.0
1432,the jew of malta,bookwolf,5,0,0.0
1433,the jew of malta,cliffnotes,5,0,0.0
1434,the jew of malta,gradesaver,5,5,1.0
1435,the jew of malta,novelguide,5,0,0.0
1436,the jew of malta,pinkmonkey,5,0,0.0
1437,the jew of malta,shmoop,5,0,0.0
1438,the jew of malta,sparknotes,5,5,1.0
1439,the jew of malta,thebestnotes,5,0,0.0
1440,the coquette,bookwolf,74,0,0.0
1441,the coquette,cliffnotes,74,0,0.0
1442,the coquette,gradesaver,74,74,1.0
1443,the coquette,novelguide,74,0,0.0
1444,the coquette,pinkmonkey,74,0,0.0
1445,the coquette,shmoop,74,0,0.0
1446,the coquette,sparknotes,74,0,0.0
1447,the coquette,thebestnotes,74,0,0.0
1448,the communist manifesto,bookwolf,4,0,0.0
1449,the communist manifesto,cliffnotes,4,0,0.0
1450,the communist manifesto,gradesaver,4,0,0.0
1451,the communist manifesto,novelguide,4,0,0.0
1452,the communist manifesto,pinkmonkey,4,0,0.0
1453,the communist manifesto,shmoop,4,4,1.0
1454,the communist manifesto,sparknotes,4,0,0.0
1455,the communist manifesto,thebestnotes,4,0,0.0
1456,an ideal husband,bookwolf,4,0,0.0
1457,an ideal husband,cliffnotes,4,0,0.0
1458,an ideal husband,gradesaver,4,4,1.0
1459,an ideal husband,novelguide,4,0,0.0
1460,an ideal husband,pinkmonkey,4,0,0.0
1461,an ideal husband,shmoop,4,4,1.0
1462,an ideal husband,sparknotes,4,4,1.0
1463,an ideal husband,thebestnotes,4,0,0.0
1464,the three musketeers,bookwolf,67,0,0.0
1465,the three musketeers,cliffnotes,67,66,0.9850746268656716
1466,the three musketeers,gradesaver,67,67,1.0
1467,the three musketeers,novelguide,67,0,0.0
1468,the three musketeers,pinkmonkey,67,0,0.0
1469,the three musketeers,shmoop,67,67,1.0
1470,the three musketeers,sparknotes,67,67,1.0
1471,the three musketeers,thebestnotes,67,0,0.0
1472,black beauty,bookwolf,49,0,0.0
1473,black beauty,cliffnotes,49,0,0.0
1474,black beauty,gradesaver,49,49,1.0
1475,black beauty,novelguide,49,0,0.0
1476,black beauty,pinkmonkey,49,0,0.0
1477,black beauty,shmoop,49,49,1.0
1478,black beauty,sparknotes,49,0,0.0
1479,black beauty,thebestnotes,49,0,0.0
1480,cyrano de bergerac,bookwolf,46,0,0.0
1481,cyrano de bergerac,cliffnotes,46,46,1.0
1482,cyrano de bergerac,gradesaver,46,0,0.0
1483,cyrano de bergerac,novelguide,46,45,0.9782608695652174
1484,cyrano de bergerac,pinkmonkey,46,46,1.0
1485,cyrano de bergerac,shmoop,46,0,0.0
1486,cyrano de bergerac,sparknotes,46,45,0.9782608695652174
1487,cyrano de bergerac,thebestnotes,46,0,0.0
1488,evelina,bookwolf,84,0,0.0
1489,evelina,cliffnotes,84,0,0.0
1490,evelina,gradesaver,84,84,1.0
1491,evelina,novelguide,84,0,0.0
1492,evelina,pinkmonkey,84,0,0.0
1493,evelina,shmoop,84,0,0.0
1494,evelina,sparknotes,84,0,0.0
1495,evelina,thebestnotes,84,0,0.0
1496,the winter's tale,bookwolf,15,0,0.0
1497,the winter's tale,cliffnotes,15,15,1.0
1498,the winter's tale,gradesaver,15,15,1.0
1499,the winter's tale,novelguide,15,0,0.0
1500,the winter's tale,pinkmonkey,15,0,0.0
1501,the winter's tale,shmoop,15,0,0.0
1502,the winter's tale,sparknotes,15,11,0.7333333333333333
1503,the winter's tale,thebestnotes,15,0,0.0
1504,king lear,bookwolf,23,23,1.0
1505,king lear,cliffnotes,23,23,1.0
1506,king lear,gradesaver,23,23,1.0
1507,king lear,novelguide,23,22,0.9565217391304348
1508,king lear,pinkmonkey,23,22,0.9565217391304348
1509,king lear,shmoop,23,23,1.0
1510,king lear,sparknotes,23,23,1.0
1511,king lear,thebestnotes,23,0,0.0
1512,under the greenwood tree,bookwolf,27,0,0.0
1513,under the greenwood tree,cliffnotes,27,0,0.0
1514,under the greenwood tree,gradesaver,27,0,0.0
1515,under the greenwood tree,novelguide,27,27,1.0
1516,under the greenwood tree,pinkmonkey,27,4,0.14814814814814814
1517,under the greenwood tree,shmoop,27,0,0.0
1518,under the greenwood tree,sparknotes,27,0,0.0
1519,under the greenwood tree,thebestnotes,27,0,0.0
1520,of human bondage,bookwolf,91,0,0.0
1521,of human bondage,cliffnotes,91,0,0.0
1522,of human bondage,gradesaver,91,0,0.0
1523,of human bondage,novelguide,91,91,1.0
1524,of human bondage,pinkmonkey,91,31,0.34065934065934067
1525,of human bondage,shmoop,91,0,0.0
1526,of human bondage,sparknotes,91,0,0.0
1527,of human bondage,thebestnotes,91,0,0.0
1528,portrait of a lady,bookwolf,55,0,0.0
1529,portrait of a lady,cliffnotes,55,55,1.0
1530,portrait of a lady,gradesaver,55,55,1.0
1531,portrait of a lady,novelguide,55,0,0.0
1532,portrait of a lady,pinkmonkey,55,55,1.0
1533,portrait of a lady,shmoop,55,55,1.0
1534,portrait of a lady,sparknotes,55,55,1.0
1535,portrait of a lady,thebestnotes,55,0,0.0
1536,beowulf,bookwolf,98,0,0.0
1537,beowulf,cliffnotes,98,0,0.0
1538,beowulf,gradesaver,98,0,0.0
1539,beowulf,novelguide,98,98,1.0
1540,beowulf,pinkmonkey,98,0,0.0
1541,beowulf,shmoop,98,0,0.0
1542,beowulf,sparknotes,98,0,0.0
1543,beowulf,thebestnotes,98,0,0.0
1544,the prince,bookwolf,26,0,0.0
1545,the prince,cliffnotes,26,26,1.0
1546,the prince,gradesaver,26,25,0.9615384615384616
1547,the prince,novelguide,26,0,0.0
1548,the prince,pinkmonkey,26,0,0.0
1549,the prince,shmoop,26,26,1.0
1550,the prince,sparknotes,26,26,1.0
1551,the prince,thebestnotes,26,0,0.0
1552,sense and sensibility,bookwolf,50,0,0.0
1553,sense and sensibility,cliffnotes,50,50,1.0
1554,sense and sensibility,gradesaver,50,50,1.0
1555,sense and sensibility,novelguide,50,22,0.44
1556,sense and sensibility,pinkmonkey,50,47,0.94
1557,sense and sensibility,shmoop,50,50,1.0
1558,sense and sensibility,sparknotes,50,50,1.0
1559,sense and sensibility,thebestnotes,50,0,0.0
1560,far from the madding crowd,bookwolf,57,0,0.0
1561,far from the madding crowd,cliffnotes,57,57,1.0
1562,far from the madding crowd,gradesaver,57,57,1.0
1563,far from the madding crowd,novelguide,57,0,0.0
1564,far from the madding crowd,pinkmonkey,57,0,0.0
1565,far from the madding crowd,shmoop,57,57,1.0
1566,far from the madding crowd,sparknotes,57,57,1.0
1567,far from the madding crowd,thebestnotes,57,0,0.0
1568,tess of the d'urbervilles,bookwolf,59,0,0.0
1569,tess of the d'urbervilles,cliffnotes,59,59,1.0
1570,tess of the d'urbervilles,gradesaver,59,59,1.0
1571,tess of the d'urbervilles,novelguide,59,59,1.0
1572,tess of the d'urbervilles,pinkmonkey,59,56,0.9491525423728814
1573,tess of the d'urbervilles,shmoop,59,59,1.0
1574,tess of the d'urbervilles,sparknotes,59,0,0.0
1575,tess of the d'urbervilles,thebestnotes,59,0,0.0
1576,the brothers karamazov,bookwolf,96,0,0.0
1577,the brothers karamazov,cliffnotes,96,96,1.0
1578,the brothers karamazov,gradesaver,96,96,1.0
1579,the brothers karamazov,novelguide,96,0,0.0
1580,the brothers karamazov,pinkmonkey,96,0,0.0
1581,the brothers karamazov,shmoop,96,96,1.0
1582,the brothers karamazov,sparknotes,96,96,1.0
1583,the brothers karamazov,thebestnotes,96,0,0.0
1584,the picture of dorian gray,bookwolf,20,0,0.0
1585,the picture of dorian gray,cliffnotes,20,20,1.0
1586,the picture of dorian gray,gradesaver,20,20,1.0
1587,the picture of dorian gray,novelguide,20,0,0.0
1588,the picture of dorian gray,pinkmonkey,20,0,0.0
1589,the picture of dorian gray,shmoop,20,20,1.0
1590,the picture of dorian gray,sparknotes,20,20,1.0
1591,the picture of dorian gray,thebestnotes,20,0,0.0
1592,lord jim,bookwolf,45,0,0.0
1593,lord jim,cliffnotes,45,45,1.0
1594,lord jim,gradesaver,45,45,1.0
1595,lord jim,novelguide,45,45,1.0
1596,lord jim,pinkmonkey,45,45,1.0
1597,lord jim,shmoop,45,45,1.0
1598,lord jim,sparknotes,45,45,1.0
1599,lord jim,thebestnotes,45,0,0.0
1600,the consolation of philosophy,bookwolf,5,0,0.0
1601,the consolation of philosophy,cliffnotes,5,0,0.0
1602,the consolation of philosophy,gradesaver,5,5,1.0
1603,the consolation of philosophy,novelguide,5,0,0.0
1604,the consolation of philosophy,pinkmonkey,5,0,0.0
1605,the consolation of philosophy,shmoop,5,0,0.0
1606,the consolation of philosophy,sparknotes,5,0,0.0
1607,the consolation of philosophy,thebestnotes,5,0,0.0
1608,consolation of philosophy,bookwolf,5,0,0.0
1609,consolation of philosophy,cliffnotes,5,0,0.0
1610,consolation of philosophy,gradesaver,5,0,0.0
1611,consolation of philosophy,novelguide,5,5,1.0
1612,consolation of philosophy,pinkmonkey,5,0,0.0
1613,consolation of philosophy,shmoop,5,0,0.0
1614,consolation of philosophy,sparknotes,5,0,0.0
1615,consolation of philosophy,thebestnotes,5,0,0.0
1616,the rime of the ancient mariner,bookwolf,7,0,0.0
1617,the rime of the ancient mariner,cliffnotes,7,0,0.0
1618,the rime of the ancient mariner,gradesaver,7,7,1.0
1619,the rime of the ancient mariner,novelguide,7,0,0.0
1620,the rime of the ancient mariner,pinkmonkey,7,0,0.0
1621,the rime of the ancient mariner,shmoop,7,0,0.0
1622,the rime of the ancient mariner,sparknotes,7,0,0.0
1623,the rime of the ancient mariner,thebestnotes,7,0,0.0
1624,twelfth night or what you will,bookwolf,18,0,0.0
1625,twelfth night or what you will,cliffnotes,18,0,0.0
1626,twelfth night or what you will,gradesaver,18,0,0.0
1627,twelfth night or what you will,novelguide,18,0,0.0
1628,twelfth night or what you will,pinkmonkey,18,0,0.0
1629,twelfth night or what you will,shmoop,18,18,1.0
1630,twelfth night or what you will,sparknotes,18,0,0.0
1631,twelfth night or what you will,thebestnotes,18,0,0.0
1632,the autobiography of an ex-colored man,bookwolf,11,0,0.0
1633,the autobiography of an ex-colored man,cliffnotes,11,0,0.0
1634,the autobiography of an ex-colored man,gradesaver,11,11,1.0
1635,the autobiography of an ex-colored man,novelguide,11,0,0.0
1636,the autobiography of an ex-colored man,pinkmonkey,11,0,0.0
1637,the autobiography of an ex-colored man,shmoop,11,0,0.0
1638,the autobiography of an ex-colored man,sparknotes,11,0,0.0
1639,the autobiography of an ex-colored man,thebestnotes,11,0,0.0
1640,the red and the black,bookwolf,75,0,0.0
1641,the red and the black,cliffnotes,75,75,1.0
1642,the red and the black,gradesaver,75,0,0.0
1643,the red and the black,novelguide,75,0,0.0
1644,the red and the black,pinkmonkey,75,0,0.0
1645,the red and the black,shmoop,75,75,1.0
1646,the red and the black,sparknotes,75,71,0.9466666666666667
1647,the red and the black,thebestnotes,75,0,0.0
1648,the comedy of errors,bookwolf,11,0,0.0
1649,the comedy of errors,cliffnotes,11,0,0.0
1650,the comedy of errors,gradesaver,11,0,0.0
1651,the comedy of errors,novelguide,11,0,0.0
1652,the comedy of errors,pinkmonkey,11,0,0.0
1653,the comedy of errors,shmoop,11,11,1.0
1654,the comedy of errors,sparknotes,11,8,0.7272727272727273
1655,the comedy of errors,thebestnotes,11,0,0.0
1656,the white devil,bookwolf,16,0,0.0
1657,the white devil,cliffnotes,16,0,0.0
1658,the white devil,gradesaver,16,16,1.0
1659,the white devil,novelguide,16,0,0.0
1660,the white devil,pinkmonkey,16,0,0.0
1661,the white devil,shmoop,16,16,1.0
1662,the white devil,sparknotes,16,0,0.0
1663,the white devil,thebestnotes,16,0,0.0
1664,the tempest,bookwolf,10,0,0.0
1665,the tempest,cliffnotes,10,10,1.0
1666,the tempest,gradesaver,10,9,0.9
1667,the tempest,novelguide,10,0,0.0
1668,the tempest,pinkmonkey,10,0,0.0
1669,the tempest,shmoop,10,9,0.9
1670,the tempest,sparknotes,10,9,0.9
1671,the tempest,thebestnotes,10,0,0.0
1672,common sense,bookwolf,4,0,0.0
1673,common sense,cliffnotes,4,0,0.0
1674,common sense,gradesaver,4,0,0.0
1675,common sense,novelguide,4,4,1.0
1676,common sense,pinkmonkey,4,0,0.0
1677,common sense,shmoop,4,0,0.0
1678,common sense,sparknotes,4,0,0.0
1679,common sense,thebestnotes,4,0,0.0
1680,the tragedy of antony and cleopatra,bookwolf,42,0,0.0
1681,the tragedy of antony and cleopatra,cliffnotes,42,0,0.0
1682,the tragedy of antony and cleopatra,gradesaver,42,0,0.0
1683,the tragedy of antony and cleopatra,novelguide,42,0,0.0
1684,the tragedy of antony and cleopatra,pinkmonkey,42,0,0.0
1685,the tragedy of antony and cleopatra,shmoop,42,42,1.0
1686,the tragedy of antony and cleopatra,sparknotes,42,0,0.0
1687,the tragedy of antony and cleopatra,thebestnotes,42,0,0.0
1688,king solomon's mines,bookwolf,20,0,0.0
1689,king solomon's mines,cliffnotes,20,0,0.0
1690,king solomon's mines,gradesaver,20,20,1.0
1691,king solomon's mines,novelguide,20,0,0.0
1692,king solomon's mines,pinkmonkey,20,0,0.0
1693,king solomon's mines,shmoop,20,0,0.0
1694,king solomon's mines,sparknotes,20,0,0.0
1695,king solomon's mines,thebestnotes,20,0,0.0
1696,gargantua and pantagruel,bookwolf,222,0,0.0
1697,gargantua and pantagruel,cliffnotes,222,0,0.0
1698,gargantua and pantagruel,gradesaver,222,222,1.0
1699,gargantua and pantagruel,novelguide,222,0,0.0
1700,gargantua and pantagruel,pinkmonkey,222,0,0.0
1701,gargantua and pantagruel,shmoop,222,0,0.0
1702,gargantua and pantagruel,sparknotes,222,0,0.0
1703,gargantua and pantagruel,thebestnotes,222,0,0.0
1704,uncle vanya,bookwolf,4,0,0.0
1705,uncle vanya,cliffnotes,4,0,0.0
1706,uncle vanya,gradesaver,4,4,1.0
1707,uncle vanya,novelguide,4,0,0.0
1708,uncle vanya,pinkmonkey,4,0,0.0
1709,uncle vanya,shmoop,4,4,1.0
1710,uncle vanya,sparknotes,4,4,1.0
1711,uncle vanya,thebestnotes,4,0,0.0
1712,the school for scandal,bookwolf,14,0,0.0
1713,the school for scandal,cliffnotes,14,0,0.0
1714,the school for scandal,gradesaver,14,14,1.0
1715,the school for scandal,novelguide,14,0,0.0
1716,the school for scandal,pinkmonkey,14,0,0.0
1717,the school for scandal,shmoop,14,0,0.0
1718,the school for scandal,sparknotes,14,0,0.0
1719,the school for scandal,thebestnotes,14,0,0.0
